source_id,ra,dec,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,pmra,pmdec,pmra_error,pmdec_error,radius,xpixel,ypixel
2848157573219129728,0.9025678708175251,23.202651436624603,14.423447608947754,14.944114685058594,13.749329566955566,-18.434043899470375,-18.807506423826617,0.02206285111606121,0.024270495399832726,0.00368245760910213,55.963243521592254,66.44112139351256
2848157568923256448,0.9042112431156928,23.210784480987524,17.89984893798828,18.91023826599121,16.875919342041016,15.725753455326668,-51.91986617151446,0.11740413308143616,0.13610437512397766,0.0011546699097380042,53.986127011201575,77.08997236689103
2848157504499653888,0.9102726526829823,23.1942348781739,16.398834228515625,16.819997787475586,15.810420989990234,-6.7890651035550365,-5.517228923567975,0.05352428928017616,0.0656060129404068,0.0019051667768508196,46.6901380162318,55.42176877961938
2848157435780177024,0.8826465027365974,23.182329588575364,12.900958061218262,13.376214981079102,12.23221492767334,47.495158948331174,-23.9363993825787,0.02994220331311226,0.03205603361129761,0.006119617726653814,79.93956516379427,39.83399008707201
2848157435780177280,0.8830029009011243,23.18168545752417,14.024564743041992,,,44.94172329362136,-24.317999123367557,0.02598385699093342,0.027284007519483566,0.004206588491797447,79.51068327721428,38.990575173778794
2848157641938605952,0.8697329323122965,23.195967059374897,16.597740173339844,17.111303329467773,15.92950439453125,-6.991214663897893,-10.733339651924112,0.06296265870332718,0.06787892431020737,0.0017828483833000064,95.47904790447124,57.692001955783134
2848145753469132288,0.9246751341076327,23.190984849950457,16.977291107177734,18.336101531982422,15.837434768676758,-16.53057917696406,-26.128918102264905,0.07209745049476624,0.08244150876998901,0.001570807653479278,29.356011785363357,51.168913171862364
2848157641938606208,0.863520527577448,23.19054689581343,12.992634773254395,13.598429679870605,12.255773544311523,19.48010230648977,-28.91651453731153,0.01874077133834362,0.02200397290289402,0.005935286171734333,102.95716723497821,50.59681759776315
2848157607578867712,0.851510072390751,23.186862419023022,15.460753440856934,16.099994659423828,14.664331436157227,-6.542674425193604,-11.080869577432663,0.035709578543901443,0.045521095395088196,0.0026052368339151144,117.41358701905558,45.7765510837114
2848145439935588736,0.9339300956429603,23.163786325219615,17.566604614257812,18.079017639160156,16.924701690673828,2.4966936378696487,-0.4125605651286912,0.10136204212903976,0.11569283157587051,0.0012904467293992639,18.208332558022484,15.559815655314303
2848145444231487744,0.931272659403227,23.159138688005935,15.452166557312012,15.980422973632812,14.736783981323242,11.07971307384095,2.7324779766794647,0.09936471283435822,0.11191783845424652,0.0026127109304070473,21.405826076174186,9.473778378928671
2848133933718402816,0.8578707230286173,23.15830222872698,16.17928123474121,,,6.36276539355138,-6.10853091827447,0.09099980443716049,0.07304980605840683,0.00204994878731668,109.76814257249768,8.379887881041533
2848133933719133824,0.8575825644530622,23.158047510330636,15.245155334472656,15.592113494873047,14.406560897827148,5.956995561394481,-6.157408318890715,0.05289428308606148,0.05389996990561485,0.002799524459987879,110.11512290258582,8.046472528744133
2848158294773634176,0.9177753208074737,23.252047937142397,14.389986991882324,14.89058780670166,13.728066444396973,7.212667027855802,-43.2243885577156,0.023051325231790543,0.025575658306479454,0.0037237941287457943,37.67167591527655,131.11867653658857
2848145444231762944,0.9388519198337547,23.154759262974945,17.961593627929688,19.060483932495117,16.952651977539062,2.8953152609787782,-1.331309975763385,0.12506350874900818,0.146841898560524,0.0011311284033581614,12.280169344128232,3.7421052671895154
2848158122974942720,0.9393061679074954,23.244238180130804,11.826744079589844,12.332149505615234,11.160789489746094,6.357927171801901,-17.81178885534245,0.015166489407420158,0.017079660668969154,0.008757139556109905,11.767626244061347,120.89887270022999
2848145375512011520,0.9440075607871334,23.154549827272184,16.346580505371094,16.864063262939453,15.681920051574707,-3.9711001840817968,-11.645765668421255,0.052799761295318604,0.05891365185379982,0.0019386695930734277,6.073459810436219,3.4697910247753967
