DSS,SN,NED Preference,SIMBAD only,Differnt From DSS,subcatalog,zCMB,vCMB,SN Ra,SN Dec,mu,e_mu,sep,gal long (l),gal lat (b),DSSvhelio,sep,OSC SN name,redshift,OSC velocity,OSC vhelio,|v_DSS-v_OSC|,|OSC velocity-v_OSCvhelio|,|v_DSS-v_OSCvhelio|,sep,AOD Host,host ra deg,host ra wrap,host dec deg,hostoffsetdist,Host z,Host vhelio,SIMBAD Host,SIMBAD z,SIMBAD v,sep,AGCnr,radeg,decdeg,a,b,zmag,vopt,hiflux,rms,v21,width,widtherr,snr,hisrc,vhelagc,RAwrap,Separation,|v_AGC-v_Host|,|v_AGC-v_DSS|,|v_Host-v_DSS|,sep,NED,SIMBAD,DR16,LEGACY
437,PS15ahs,Gaia15afd,,D,A2.1: Foundation,0.02525,7549.75,269.87408,43.39003,34.49849883,0.124118472,,70.103,27.295,7635.741938,,PS15ahs,0.031,9100,9293.8,1464.3,193.8,1658.1,,MCG +07-37-11,269.873958,269.873958,43.391917,6.73,0.02833,8493.3,,,,,272733,269.874176,43.391945,0.9,0.4,16,7656,0,0,0,0,0,0,0,7656,269.874176,6.898572902,837.3,20.3,857.6,,NED,,,
438,PS15aii,PS15aii,,,A2.1: Foundation,0.04781,14295.19,191.18975,9.75961,35.8575008,0.126188079,,297.434,72.56,13969.20961,,PS15aii,0.046589,13642,13967.3822,327.2,325.4,1.8,,CGCG 071-025,191.19001,191.19001,9.757313,8.51,0.046549,13955.4,,,,,220986,191.190002,9.757222,0.5,0.33,15.6,13969,2.58,2.1,13969,393,4,13.7,75,13969,191.190002,8.643167148,13.6,0.2,13.8,,NED,,,
439,PS15brr,PSN J23532561-1539176,,D,A2.1: Foundation,0.05051,15102.49,358.35642,-15.65453,35.89028041,0.138981409,,70.416,-72.309,15439.14329,,PS15brr,0.058,17000,17388.4,1560.9,388.4,1949.3,,WISEA J235326.14-153921.4,358.359443,-1.640557,-15.656116,9.59,No NED z,,LEDA 908217,No S. z,No S. v,,630901,358.359161,-15.655833,0.5,0.18,17.2,15478,0,0,0,0,0,0,0,15478,-1.640839,10.59636359,No host z,38.9,No host z,,NED,SIMBAD,,Legacy Sky
440,PS15bsq,PS15bsq,,,A2.1: Foundation,0.03355,10031.45,355.46738,-8.63792,35.07473627,0.1279073,,78.03,-65.251,10385.66871,,PS15bsq,0.034,10000,10193.2,385.7,193.2,192.5,,MCG -02-60-012,355.469319,-4.530681,-8.648189,37.58,0.0343,10283.1,,,,,630249,355.469147,-8.648055,1.5,0.3,14,10282,0,0,0,0,0,0,0,10282,-4.530853,37.0240359,1.1,103.7,102.5,,NED,,,
441,PS15cku,PS15cku,,,A2.1: Foundation,0.02357,7047.43,21.09388,3.58756,34.33862725,0.127573555,,138.704,-58.272,7358.199133,,PS15cku,0.023,6800,6895.4,558.2,95.4,462.8,,2MASX J01242239+0335168,21.09329167,21.09329167,+3.588,1.25,0.032158,9641.0,,,,,114578,21.093334,3.588055,0.4,0.3,16.8,7381,0,0,0,0,0,0,0,7381,21.093334,2.650278755,2260.0,22.8,2282.8,,,,,
442,PS15cwx,PS15cwx,,,A2.1: Foundation,0.03096,9257.04,78.69917,7.05036,34.70336706,0.172709891,,194.918,-17.791,9258.194043,,PS15cwx,0.046,13000,13790.8,3741.8,790.8,4532.6,,2MFGC 04279,78.699667,78.699667,7.048111,8.56,0.037694,11300.7,,,,,150044,78.699585,7.0475,0.5,0.22,17,8905,0,0,0,0,0,0,0,8905,78.699585,10.40221317,2395.7,353.2,2042.5,,NED,,,
443,PS15cze,PS15cze,,,A2.1: Foundation,0.04078,12193.22,56.84763,0.87717,35.69513835,0.190416537,,186.735,-39.292,12326.84615,,PS15cze,0.039,11000,11692.2,1326.8,692.2,634.6,,2MASX J03472342+0052316,56.84758333,56.84758333,+0.875444444444444,4.92,0.039371,11803.4,,,,,131240,56.8475,0.875556,0.5,0.43,16.3,11792,0,0,0,0,0,0,0,11792,56.8475,5.829212719,11.4,534.8,523.4,,,,,
444,PS16cqa,AT 2016cqt,,D,A2.1: Foundation,0.04536,13562.64,234.77917,9.29458,35.93214869,0.189937629,,16.768,46.65,13426.56977,,PS16cqa,0.044,13000,13191.2,426.6,191.2,235.4,,2MFGC 12594,234.778812,234.778812,9.296159,5.80,0.04386,13149.2,,,,,737621,234.778748,9.296111,0.49,0.13,15.1,13158,0,0,0,0,0,0,0,13158,234.778748,5.711872596,8.8,268.6,277.3,,NED,,,
445,PS17tn,AT 2017pj,,D,A2.1: Foundation,0.04607,13774.93,145.80508,41.31628,35.65412743,0.126188079,,180.135,49.155,13548.64163,,AT 2017pj,0.0447,13502,13401.06,46.6,100.9,147.6,,WISEA J094313.22+411858.7,145.80508,145.80508,41.316279,5.91,0.0447,13401.1,,,,,700450,145.804993,41.316387,0.3,0.3,16.4,13418,0,0,0,0,0,0,0,13418,145.804993,0.4513485138,16.9,130.6,147.6,,NED,,,
446,PSN J01534240+2956107,PSN J01534240+2956107,S,,A2.1: Foundation,0.02563,7663.37,28.42666667,29.93630556,34.46695716,0.130787039,,138.6786,-31.0243,7928.844887,,PSN J01534240+2956107,0.026,7700,7794.8,228.8,94.8,134.0,,UGC 1359,28.426042,28.426042,29.933167,11.11,0.02565,7689.9,,,,,1359,28.42625,29.933054,0.9,0.8,14.2,7683,2.61,2.2,7651,275,7,15.6,75,7651,28.42625,11.77757161,38.9,277.8,239.0,,NED,,,
447,PSN J02524671+4656470,PSN J02524671+4656470,S,,A2.1: Foundation,0.027615771,8257.115529,43.194625,46.94638889,34.66811778,0.317066571,,143.49719,-11.02275,8433.611553,,PSN J02524671+4656470,0.0281,8310,8424.38,123.6,114.4,9.2,,UGC 2351,43.185042,43.185042,46.938139,37.83,0.02809,8421.4,,,,,2351,43.185001,46.938057,2.3,2.3,14.9,8420,4.16,2.3,8420,289,12,7.8,56,8420,43.185001,38.19967899,1.4,13.6,12.2,,NED,,,
448,PSN J08593491+4555343,PSN J08593491+4555343,,,A2.1: Foundation,0.02927,8751.73,134.8954583,45.92619444,34.78945315,0.12602673,,174.306,40.994,8569.594677,,PSN J08593491+4555343,0.0281,8310,8424.38,259.6,114.4,145.2,,UGC 4709,134.894089,134.894089,45.926717,3.96,0.02812,8430.4,,,,,4709,134.894165,45.926666,0.55,0.45,14.5,8393,0,0,0,0,0,0,0,8393,134.894165,3.656510075,37.4,176.6,139.2,,NED,,,
449,PSN J12040516+1404059,Gaia 15agh,,D,A2.1: Foundation,0.04557,13625.43,181.0215,14.06830556,35.75287792,0.133793407,,260.353,72.896,13288.35912,,PSN J12040516+1404059,0.044,13000,13191.2,288.4,191.2,97.2,,CGCG 069-037,181.022584,181.022584,14.065561,10.10,0.043851,13146.5,,,,,220035,181.022507,14.065556,0.66,0.55,15.5,13174,2.66,1.9,13145,306,8,16,75,13145,181.022507,10.5044912,1.5,143.4,141.8,,NED,,,
450,PSN J16025128+4713292,PSN J16025128+4713292,,,A2.1: Foundation,0.02033,6078.67,240.7128333,47.225,34.07071635,0.125749648,,74.43195,47.75539,6037.412917,,PSN J16025128+4713292,0.020254,6010.5,6072.1492,26.9,61.6,34.7,,UGC 10156,240.71375,240.71375,47.224167,15.21,0.02025,6071.0,Same,0.02025,6072,,10156,240.707504,47.22361,1.6,0.6,14.6,6080,0,0,0,0,0,0,0,6080,240.707504,13.9572988,9.1,42.6,33.5,,NED,SIMBAD,SDSS DR16,Legacy Sky
451,PSN J20435314+1230304,PSN J20435314+1230304,S,,A2.1: Foundation,0.014306564,4277.662636,310.9714167,12.50844444,33.63410761,0.158242535,,57.98548,-18.09817,4574.393997,,PSN J20435314+1230304,0.0155,4610,4646.9,35.6,36.9,72.5,,NGC 6956,310.973792,-49.026208,12.511917,15.11,0.015497,4646.0,,,,,11620,311.040436,12.418056,0.7,0.4,14.5,4416,3.15,1.4,4441,256,4,10.1,52,4441,-48.959564,405.8888352,205.0,133.4,71.6,,NED,,,
452,PSN J23523718+1433092,PS 15cut,,D,A2.1: Foundation,0.02601,7776.99,358.1549167,14.55255556,34.70957366,0.142968685,,102.241,-45.943,8139.186685,,PSN J23523718+1433092,0.0266,7870,7974.68,269.2,104.7,164.5,,UGC 12822,358.151679,-1.848321,14.551451,11.89,0.02648,7938.7,,,,,12822,358.151672,14.551111,1,0.7,15,7962,0,0,0,0,0,0,0,7962,-1.848328,12.44486202,23.3,177.2,200.5,,NED,,,
453,2007fb,SN 2007fb,,,LOSS2.0,0.016815199,5027.744501,359.218208,5.508831,33.68500095,0.226421444,,98.902,-54.797,5391.632676,,2007fb,0.018026,5390,5404.1948,1.6,14.2,12.6,,UGC 12859,359.2125,-0.7875,+5.50833333333333,8.58,0.018026,5404.2,,,,,12859,359.214569,5.508056,1.4,0.5,15.5,5390,3.46,1,5404,355,3,20,52,5404,-0.785431,13.33503562,0.2,12.4,12.6,,,,,
454,2007fs,SN 2007fs,,,LOSS2.0,0.016157808,4831.184592,330.4185,-21.508219,33.53290583,0.244132704,,31.725,-51.099,5141.228119,,2007fs,0.01719,5180,5153.562,38.8,26.4,12.3,,ESO 601-G5,330.4083333,-29.59166667,-21.5111111111111,12.90,0.017192,5154.2,,,,,34954,330.407928,-21.511944,1.8,0.3,15.1,5154,5.9,0,5189,373,34,3.2,36,5189,-29.592072,37.862772,34.8,47.8,12.9,,,,,
455,2007kk,SN 2007kk,,,LOSS2.0,0.040587071,12135.53423,55.596917,39.241781,35.28917464,0.273386309,,155.515,-12.58,12272.81794,,2007kk,0.041045,12300,12305.291,27.2,5.3,32.5,,UGC 2828,55.59691667,55.59691667,+39.2417777777778,0.08,0.041045,12305.3,,,,,2828,55.600002,39.244446,1.5,1.4,15.3,12305,0,0,0,0,0,0,0,12305,55.600002,12.88512025,0.3,32.2,32.5,,,,,
456,2008dh,SN 2008dh,,,LOSS2.0,0.035685494,10669.96271,8.797167,23.254189,35.30446972,0.230621297,,118.096,-39.465,11004.0827,,2008dh,0.037,11032,11092.6,27.9,60.6,88.5,,2MASX J00351050+2315184,8.795833333,8.795833333,+23.2541666666667,3.30,0.0368,11032.6,,,,,103059,8.793333,23.254999,0.7,0.3,17,11032,0,0,0,0,0,0,0,11032,8.793333,13.0120337,0.6,27.9,28.6,,,,,
457,2008ds,SN 2008ds,,,LOSS2.0,0.019963932,5969.215668,7.461792,31.39275,33.77379723,0.302453598,,117.542,-31.253,6289.115347,,2008ds,0.02103,6305,6304.794,15.9,0.2,15.7,,UGC 299,7.470833333,7.470833333,+31.3927777777778,12.22,0.021035,6306.3,,,,,299,7.4725,31.393055,1.6,1,15.3,6305,3.83,2.3,6307,343,4,20.4,75,6307,7.4725,32.92416054,0.7,17.9,17.2,,,,,
458,2008eo,SN 2008eo,,,LOSS2.0,0.015410907,4607.861193,10.466833,32.990331,33.54110937,0.232765085,,120.618,-29.838,4917.874217,,2008eo,0.0164,4930,4916.72,12.1,13.3,1.2,,UGC 442,10.46666667,10.46666667,+32.9911111111111,0.98,0.016438,4928.1,,,,,442,10.465833,32.990833,1.8,0.9,15.4,4930,4.7,2.3,4927,221,3,30.2,75,4927,10.465833,3.519029876,1.1,9.1,10.2,,,,,
459,2008eq,SN 2008eq,,,LOSS2.0,0.056799655,16983.09685,255.03,23.132389,36.17352375,0.246274484,,43.647,34.14,16983.20021,,2008eq,0.057,17039,17088.6,55.8,49.6,105.4,,SDSS J170006.88+230753.4,255.0291667,255.0291667,+23.1312777777778,5.57,0.056804,17029.8,,,,,271098,255.028748,23.13139,0.31,0.27,16.7,17039,0,0,0,0,0,0,0,17039,255.028748,5.487599362,9.2,55.8,46.6,,,,,
460,2008gp,SN 2008gp,,,LOSS2.0,0.032846989,9821.249711,50.753042,1.361889,34.9334242,0.368445004,,181.12,-43.733,9990.934008,,2008gp,0.032824,10044,9840.6352,53.1,203.4,150.3,,MCG +00-09-74,50.75,50.75,+1.36527777777778,9.54,0.033026,9901.2,,,,,130214,50.749588,1.365,0.8,0.6,15,10043,0.88,0.9,9901,350,30,4.3,52,9901,50.749588,16.73193968,0.2,89.9,89.7,,,,,
461,2009ee,SN 2009ee,,,LOSS2.0,0.035966532,10753.99307,170.355417,34.339811,35.23224272,0.233704854,,186.923,69.412,10475.62564,,2009ee,0.035,10450,10493,25.6,43.0,17.4,,IC 2738,170.3458333,170.3458333,+34.3569444444444,47.75,0.035038,10504.4,,,,,210259,170.345428,34.356667,0.5,0.5,15.3,10674,0,0,0,0,0,0,0,10674,170.345428,67.55544395,169.6,198.4,28.8,,,SIMBAD,,
462,2009kq,SN 2009kq,,,LOSS2.0,0.012470156,3728.576644,129.062875,28.067139,32.86268829,0.243756456,,195.996,34.146,3497.092294,,2009kq,0.0116,3470,3477.68,27.1,7.7,19.4,,MCG +05-21-01,129.0625,129.0625,+28.0602777777778,6.26,0.011698,3507.1,,,,,180387,129.064178,28.060278,0.55,0.55,14.9,3475,1.21,2.1,3500,67,9,15.7,75,3500,129.064178,25.04403868,7.1,2.9,10.0,,,,,
463,2010ao,SN 2010ao,,,LOSS2.0,0.024200075,7235.822425,205.920792,3.900031,34.14803364,0.222609267,,333.442,63.633,6949.020598,,2010ao,0.0228,6854,6835.44,95.0,18.6,113.6,,UGC 8686,205.9166667,205.9166667,+3.89638888888889,9.38,0.023202,6956.0,,,,,8686,205.917084,3.895833,1.4,0.35,15,6849,4.68,2.3,6966,438,4,21.1,75,6966,205.917084,20.143578,10.0,17.0,6.9,,,,,
464,2010ju,SN 2010ju,,,LOSS2.0,0.015347739,4588.973961,85.483292,18.4975,33.50484168,0.381003717,,188.482,-6.165,4557.874527,,2010ju,0.015244,4569,4570.1512,11.1,1.2,12.3,,UGC 3341,85.47916667,85.47916667,+18.4922222222222,8.17,0.015244,4570.2,,,,,3341,85.481247,18.491945,2,2,15.5,4569,15.15,1.9,4569,159,8,0,54,4569,85.481247,21.18171784,1.2,11.1,12.3,,,,,
465,2011M,SN 2011M,,,LOSS2.0,0.017270528,5163.887872,75.173125,62.244061,33.51009128,0.263697555,,147.885,12.178,5212.293808,,2011M,0.0174,5223,5216.52,10.7,6.5,4.2,,UGC 3218,75.18333333,75.18333333,+62.2441666666667,6.26,0.017429,5225.2,,,,,3218,75.182922,62.244167,1.8,1,15,5223,23.02,5.3,5228,494,17,14,56,5228,75.182922,16.42949025,2.8,15.7,12.9,,,,,
466,2011by,SN 2011by,,,LOSS2.0,0.003499087,1046.227013,178.939833,55.326061,31.10799143,0.206201538,,138.842,60.05,877.6163712,,2011by,0.002843,847,852.3314,30.6,5.3,25.3,,NGC 3972,178.9375,178.9375,+55.3208333333333,2.36,0.002843,852.3,,,,,6904,178.938324,55.320553,4.1,1,12.9,831,9.82,9.6,1128,188,8,8.2,71,1128,178.938324,20.06823273,275.7,250.4,25.3,,,,,
467,2011df,SN 2011df,,,LOSS2.0,0.013871967,4147.718133,291.890167,54.386469,33.18955409,0.245474656,,86.005,16.819,4303.920508,,2011df,0.014547,4315,4361.1906,11.1,46.2,57.3,,NGC 6801,291.9,291.9,+54.3727777777778,16.39,0.014547,4361.2,,,,,11443,291.899597,54.372776,1.4,0.7,14.8,4315,6.31,2.8,4361,291,8,11.8,63,4361,291.899597,53.11213104,0.2,57.1,57.3,,,,,
468,2011ek,SN 2011ek,,,LOSS2.0,0.004206579,1257.767121,36.453708,18.533331,31.28069953,0.394947799,,152.13,-38.929,1503.724419,,2011ek,0.005027,1502,1507.0946,1.7,5.1,3.4,,NGC 918,36.4625,36.4625,+18.4961111111111,19.27,0.005033,1508.9,,,,,,,,,,,,,,,,,,,,,,No AGC Match,No AGC Match,5.2,,,,,
469,2011fe,SN 2011fe,,,LOSS2.0,0.001215446,363.418354,210.774208,54.273719,28.2603048,0.577131739,,101.983,59.843,242.1705266,,2011fe,0.000804,240,241.0392,2.2,1.0,1.1,,M101,210.8041667,210.8041667,+54.3491666666667,8.01,0.000804,241.0,,,,,8981,210.801666,54.348053,28,28,8.7,231,824.47,0,231,200,7,0,2,231,210.801666,273.7453839,10.0,11.2,1.1,,,SIMBAD,,
470,2011fs,SN 2011fs,,,LOSS2.0,0.019855793,5936.882107,334.331333,35.580561,33.64761031,0.243347973,,90.843,-17.514,6254.125076,,2011fs,0.0209,6220,6265.82,34.1,45.8,11.7,,UGC 11975,334.3333333,-25.66666667,+35.5711111111111,12.80,0.021101,6326.1,,,,,11975,334.332062,35.57111,1.6,1.2,15.2,6287,6.86,2,6321,261,11,46.3,75,6321,-25.667938,34.09049197,5.1,66.9,72.0,,,,,
471,2012E,SN 2012E,,,LOSS2.0,0.019452814,5816.391386,38.344958,9.584889,33.7093386,0.233201627,,160.375,-45.745,6055.681322,,2012E,0.03,6111,8994,55.3,2883.0,2938.3,,NGC 975,38.34583333,38.34583333,+9.60166666666667,28.47,0.020381,6110.2,,,,,2030,38.345001,9.601667,1.3,0.9,14.2,6111,1.95,1.5,6110,363,11,5.5,52,6110,38.345001,60.40099286,0.2,54.3,54.5,,,,,
472,2012cg,SN 2012cg,,,LOSS2.0,0.005547171,1658.604129,186.803458,9.420331,30.08517676,0.214679312,,283.896,71.391,1322.06832,,2012cg,0.001458,440,437.1084,882.1,2.9,885.0,,NGC 4424,186.7958333,186.7958333,+9.42111111111111,2.02,0.001458,437.1,,,,,7561,186.799576,9.42,3.6,1.9,13.1,432,3.49,3.1,437,61,4,32,75,437,186.799576,13.83813878,0.1,885.1,885.0,,,,,
473,2012dn,SN 2012dn,,,LOSS2.0,0.009458787,2828.177313,305.901083,-28.278719,31.7549615,0.291744104,,14.858,-31.52,3047.389806,,2012dn,0.010187,2960,3054.0626,87.4,94.1,6.7,,ESO 462-G16,305.9125,-54.0875,-28.2780555555556,7.83,0.010177,3051.1,,,,,33373,305.912506,-28.276112,2.2,1.5,13.6,2960,12.99,8.1,3051,218,4,10.4,63,3051,-54.087494,37.41170191,0.1,3.6,3.7,,,,,
474,2013bs,SN 2013bs,,,LOSS2.0,0.027491668,8220.008732,259.341792,41.066719,34.54141327,0.224607348,,65.846,34.563,8256.079428,,2013bs,0.027612,8278,8278.0776,21.9,0.1,22.0,,NGC 6343,259.3166667,259.3166667,+41.0527777777778,48.50,0.027612,8278.1,,,,,270521,259.317902,41.052498,0.9,0.75,14.7,8278,0,0,0,0,0,0,0,8278,259.317902,82.62216351,0.1,21.9,22.0,,,,,
475,2013dr,SN 2013dr,,,LOSS2.0,0.016691826,4990.855974,259.876083,47.701281,33.20973917,0.289884717,,73.925,34.83,5032.277357,,2013dr,0.016835,5047,5047.133,14.7,0.1,14.9,,MCG +08-31-44,259.8791667,259.8791667,+47.7025,3.30,0.016835,5047.1,,,,,270534,259.879578,47.702499,0.9,0.8,15.2,5047,0,0,0,0,0,0,0,5047,259.879578,9.535493946,0.1,14.7,14.9,,,SIMBAD,,
476,2013dy,SN 2013dy,,,LOSS2.0,0.002883625,862.203875,334.573333,40.569331,30.80394418,0.248009606,,93.978,-13.538,1163.60702,,2013dy,0.003889,1165,1165.9222,1.4,0.9,2.3,,NGC 7250,334.575,-25.425,+40.5625,2.38,0.003889,1165.9,,,,,11980,334.574585,40.562222,1.3,0.6,13.1,1163,6.23,0,1170,139,0,24.6,47,1170,-25.425415,25.82042401,4.1,6.4,2.3,,,,,
477,2013ex,SN 2013ex,,,LOSS2.0,0.010584149,3164.660551,83.19425,-14.045939,32.67763311,0.25245185,,217.135,-23.654,3121.445725,,2013ex,0.010441,3033,3130.2118,88.4,97.2,8.8,,NGC 1954,83.2,83.2,-14.0627777777778,14.47,0.010437,3129.0,,,,,450069,83.200836,-14.0625,4.5,2.4,0,3143,21.64,5.1,3129,452,3,12.8,68,3129,83.200836,63.90220204,0.0,7.6,7.6,,,,,
478,2013fa,SN 2013fa,,,LOSS2.0,0.014306564,4277.662636,310.973208,12.514361,33.34825101,0.268095624,,57.992,-18.096,4574.398414,,2013fa,0.015511,4672,4650.1978,97.6,21.8,75.8,,NGC 6956,310.975,-49.025,+12.5119444444444,3.51,0.015497,4646.0,,,,,11619,310.973755,12.511945,1.7,1.6,13.5,4678,9.09,2.4,4646,334,7,13.1,52,4646,-49.026245,8.907522696,0.0,71.6,71.6,,,,,
479,2013fw,SN 2013fw,,,LOSS2.0,0.015714205,4698.547295,318.436542,13.575919,33.34235189,0.243774368,,63.49,-23.347,5020.455665,,2013fw,0.016952,5180,5082.2096,159.5,97.8,61.8,,NGC 7042,318.4416667,-41.55833333,+13.575,6.31,0.016948,5081.0,,,,,11702,318.440826,13.574722,2.1,1.8,13,5180,3.29,1.3,5081,327,2,11.6,52,5081,-41.559174,15.5985652,0.0,60.5,60.6,,,,,
480,2013gh,SN 2013gh,,,LOSS2.0,0.007729074,2310.993126,330.591,-18.916781,32.17570066,0.273753793,,35.692,-50.43,2628.750586,,2013gh,0.0088,2577,2638.24,51.8,61.2,9.5,,NGC 7183,330.5916667,-29.40833333,-18.9163888888889,0.50,0.008816,2643.0,,,,,34978,330.589996,-18.914722,6,1.4,12.9,2635,20.11,7.4,2643,443,3,9.7,71,2643,-29.410004,8.163005786,0.0,14.2,14.3,,,,,
481,2013gq,SN 2013gq,,,LOSS2.0,0.0146001,4365.4299,124.47275,23.469581,32.97441756,0.28348372,,199.708,28.836,4138.533124,,2013gq,0.014,4126,4197.2,12.5,71.2,58.7,,NGC 2554,124.475,124.475,+23.4722222222222,3.31,0.01387,4158.2,,,,,4312,124.473335,23.471945,3.5,2.6,13.5,4122,2.22,0.5,4130,515,0,0,23,4130,124.473335,8.726889046,28.2,8.5,19.7,,,,,
482,2013gy,SN 2013gy,,,LOSS2.0,0.013568068,4056.852332,55.570333,-4.721811,33.05283259,0.225529799,,191.846,-43.572,4193.237678,,2013gy,0.014023,4204,4204.0954,10.8,0.1,10.9,,NGC 1418,55.56666667,55.56666667,-4.73083333333333,10.37,0.014023,4204.1,,,,,430428,55.567501,-4.730834,1.4,1,0,4204,4.79,0,4218,0,75,0,-1,4218,55.567501,34.03481628,13.9,24.8,10.9,,,,,
483,2014J,SN 2014J,,,LOSS2.0,9.39E-04,2.81E+02,148.925583,69.673889,27.44689053,0.5768115,,141.427,40.558,2.02E+02,,2014J,0.000677,300,202.9646,97.8,97.0,0.7,,NGC 3034,148.9666667,148.9666667,+69.6797222222222,0.88,0.000897,268.9,,,,,5322,148.967499,69.680275,13,6,9.2,253,42.5,0,267,0,0,0,-1,267,148.967499,57.22899592,1.9,64.8,66.7,,,,,
484,2014ai,SN 2014ai,,,LOSS2.0,0.023993367,7174.016733,139.934042,33.763781,34.12377674,0.225115379,,191.072,44.384,6928.975237,,2014ai,0.023176,6869,6948.1648,60.0,79.2,19.2,,NGC 2832,139.9458333,139.9458333,+33.7497222222222,29.74,0.023006,6897.2,,,,,191583,139.949173,33.767776,0,0,17.1,7097,0,0,0,0,0,0,0,7097,139.949173,47.51215727,199.8,168.0,31.8,,,,,
485,2014ao,SN 2014ao,,,LOSS2.0,0.01503829,4496.44871,128.638833,-2.543361,33.7864091,0.412903369,,227.728,21.497,4210.05775,,2014ao,0.014,4097,4197.2,113.1,100.2,12.9,,NGC 2615,128.6375,128.6375,-2.54666666666667,3.80,0.014083,4222.1,,,,,4481,128.638336,-2.546667,2.3,1.4,13.5,4159,2.1,0,4222,458,30,5,36,4222,128.638336,12.03507404,0.1,11.9,12.0,,,,,
486,2015N,SN 2015N,,,LOSS2.0,0.017658367,5279.851733,325.820375,43.579889,32.90628268,0.286183834,,90.633,-7.183,5557.949768,,2015N,0.019,3747,5696.2,1810.9,1949.2,138.3,,UGC 11797,325.8333333,-34.16666667,+43.5761111111111,14.56,0.018586,5572.1,,,,,11797,325.835022,43.575832,1.4,0.7,15.2,5572,0,0,0,0,0,0,0,5572,-34.164978,40.89595775,0.1,14.1,14.1,,,,,
487,2016gcl,SN 2016gcl,,,LOSS2.0,0.026845259,8026.732441,354.485917,27.277147,34.63278503,0.256743116,,103.463,-32.801,8372.615015,,2016gcl,0.027999,8276.4,8394.1002,96.2,117.7,21.5,,AGC 331536,354.48675,-5.51325,27.27755,0.78,0.027999,8394.1,,,,,331536,354.485413,27.276667,0.18,0.12,18.3,8394,0,0,0,0,0,0,0,8394,-5.514587,2.363598835,0.1,21.4,21.5,,NED,SIMBAD,,
488,2016hvl,SN 2016hvl,,,LOSS2.0,0.013526408,4044.395992,101.009,12.396622,32.44955091,0.272737662,,201.047,4.004,3913.563353,,2016hvl,0.013,3900,3897.4,13.6,2.6,16.2,,UGC 3524,101.0025,101.0025,12.401944,29.87,0.01308,3921.4,,,,,3524,101.00251,12.401944,1.5,0.7,16,3997,7.11,1,3922,412,2,27.1,64,3922,101.00251,29.79569184,0.6,8.4,7.8,,NED,,,
489,2017drh,SN 2017drh,,,LOSS2.0,0.005427206,1622.734594,263.108542,7.0632,31.71753523,0.739095562,,30.266,20.766,1660.742244,,2017drh,0.005554,1660,1665.0892,0.7,5.1,4.3,,NGC 6384,263.10125,263.10125,7.060278,28.20,0.00555,1663.9,,,,,10891,263.101257,7.06,7,4.6,13.2,1673,74.46,9.7,1665,364,1,44.6,70,1665,263.101257,28.46258007,1.1,4.3,3.1,,NED,,,
490,2017erp,SN 2017erp,,,LOSS2.0,0.006818463,2038.720437,227.311708,-11.334222,31.43557182,0.235420633,,348.511,39.047,1845.513767,,2017erp,0.006174,1845,1850.9652,0.5,6.0,5.5,,NGC 5861,227.317042,227.317042,-11.321667,48.64,0.00617,1849.8,,,,,550017,227.317505,-11.322222,3.3,1.8,12.3,1855,32.54,5,1854,326,2,28.4,63,1854,227.317505,47.8012457,4.2,8.5,4.3,,NED,,,
491,2017fgc,SN 2017fgc,,,LOSS2.0,0.006673761,1995.454539,20.060167,3.402767,31.80479571,0.223566571,,136.863,-58.688,2309.709595,,2017fgc,0.007722,2306,2315.0556,3.7,9.1,5.3,,NGC 0474,20.027878,20.027878,3.415399,124.83,0.00772,2314.5,,,,,864,20.027918,3.415278,10,9,12.9,2333,2.02,3,2333,261,43,9.5,75,2333,20.027918,124.3353578,18.5,23.3,4.7,,NED,,,
492,2018aoz,SN 2018aoz,,,LOSS2.0,0.006934792,2073.502808,177.757625,-28.744064,31.03182224,1.389259148,,287.256,32.282,1733.600909,,2018aoz,0.005801,1734,1739.1398,0.4,5.1,5.5,,NGC 3923,177.757059,177.757059,-28.806017,223.67,0.0058,1738.8,,,,,28129,177.75708,-28.805832,5,3.5,10.6,1649,0,12,0,0,0,0,30,1649,177.75708,222.3714499,89.8,84.6,5.2,,NED,,,
493,2018gv,SN 2018gv,,,LOSS2.0,0.006130784,1833.104416,121.394208,-11.437861,31.19467144,2.028773866,,231.853,10.77,1576.24764,,2018gv,0.005274,1577,1581.1452,0.8,4.1,4.9,,NGC 2525,121.4085,121.4085,-11.427028,63.71,0.00527,1579.9,,,,,480005,121.407913,-11.427778,3.1,2.1,12.1,1586,16.51,7,1580,221,2,15,68,1580,121.407913,60.46650475,0.1,3.8,3.7,,NED,,,
494,2010kg,SN 2010kg,,,LOSS2.0,0.01548071,4628.73229,70.035,7.35,33.44612633,0.250869269,,189.628,-24.843,4685.185018,,2010kg,0.016632,4870,4986.2736,184.8,116.3,301.1,,NGC 1633,70.035,70.035,+7.35,0.00,0.016632,4986.3,,,,,3125,70.03791,7.348611,1.2,1.1,14.6,5044,1.75,1.2,4986,173,3,11,52,4986,70.03791,11.53060223,0.3,300.8,301.1,,,,,
